Geneid	Chr	Start	End	Strand	Length	SRR5364307.sorted.sorted.bam	SRR5364314.sorted.sorted.bam	SRR5364310.sorted.sorted.bam	SRR5364311.sorted.sorted.bam	SRR5364309.sorted.sorted.bam	SRR5364312.sorted.sorted.bam	SRR5364308.sorted.sorted.bam	SRR5364304.sorted.sorted.bam	SRR5364313.sorted.sorted.bam	SRR5364305.sorted.sorted.bam	SRR5364303.sorted.sorted.bam	SRR5364306.sorted.sorted.bam
NM_001329845	chr2	1789112	2324345	-	535234	8	59	8	15	10	10	5	8	90	5	10	5
NM_001113397	chr2	179441983	179746510	-	304528	4	1	6	3	6	2	3	1	8	6	3	3
NM_194250	chr2	184598528	184939491	+	340964	707	1608	940	1451	1003	862	821	762	1452	702	577	710
NM_001252669	chr2	188291668	188595925	+	304258	2428	4017	2924	4306	3242	2339	2401	2233	4065	2610	2067	2190
NM_016192	chr2	191949045	192194933	-	245889	5	10	8	9	4	6	5	3	13	6	3	3
NM_018897	chr2	195737702	196068837	-	331136	109	333	209	347	187	205	101	90	440	115	66	85
NM_153697	chr2	197099476	197310780	-	211305	15	44	27	37	19	13	14	22	51	16	12	17
NM_006226	chr2	197804592	198149863	+	345272	6048	9432	5860	7848	6328	4250	5398	6554	9910	6482	5831	5689
NM_001172517	chr2	199269499	199465108	-	195610	5893	4766	6499	7065	6217	4384	5763	6710	4181	6392	5890	6109
NM_001204	chr2	202376326	202567749	+	191424	1199	2377	1694	2457	1739	1430	1022	897	2249	1151	891	880
NM_001114132	chr2	203014878	203217994	+	203117	1812	1872	2126	2741	2168	2026	1542	1485	1601	1920	1303	1722
NM_205863	chr2	204545474	205620162	+	1074689	2389	3046	2374	3429	2681	1868	2110	2273	2609	2576	2280	2017
NM_001080475	chr2	207821287	208025527	-	204241	630	888	706	896	795	548	552	692	868	659	586	567
NM_001039538	chr2	209424046	209734110	+	310065	3	6	2	7	6	6	1	1	9	3	5	6
NM_032504	chr2	209771992	209999300	+	227309	13	22	24	20	12	19	8	12	23	19	13	15
NM_001122633	chr2	210477684	210679107	+	201424	338	357	292	396	333	214	251	345	347	355	305	262
NM_001042599	chr2	211375716	212538628	-	1162913	3	9	6	9	3	1	8	9	9	5	3	6
NM_173076	chr2	214931541	215138626	-	207086	8	21	4	15	5	5	5	8	20	6	8	8
NM_001290263	chr2	224765089	224947049	-	181961	39	116	25	39	32	34	29	43	83	37	30	30
NM_020864	chr2	225400885	225654018	+	253134	61	93	52	87	64	53	48	65	96	62	75	52
NM_001142644	chr2	227979954	228181687	-	201734	0	0	2	1	0	1	2	1	0	0	0	0
NM_017933	chr2	229023972	229271287	-	247316	38	25	47	22	28	48	48	48	36	37	99	52
NM_139072	chr2	229357628	229714555	-	356928	3	28	4	4	4	1	1	0	8	0	3	3
NM_001257281	chr2	231961712	232344350	+	382639	3480	3910	4181	4294	3791	2964	3266	3777	3278	3845	3456	3428
NM_052920	chr2	23385178	23708606	+	323429	47	121	77	92	56	60	34	50	119	56	50	42
NM_001244888	chr2	235494042	235853207	+	359166	6371	6886	7696	7232	6862	5173	5788	7083	5630	7433	7081	6578
NM_006037	chr2	239048167	239400949	-	352783	4071	3930	5381	4100	4109	3550	3696	4695	2399	4520	4489	4177
NM_147223	chr2	24491253	24770701	+	279449	4399	6876	4976	6809	5245	3829	3880	3943	6082	4522	3625	3918
NM_001320936	chr2	25386386	25673647	-	287262	39	81	53	69	50	44	35	47	66	37	46	46
NM_199194	chr2	27890614	28338900	+	448287	3093	4284	3196	4236	3462	2399	2728	3092	3858	3349	2900	2767
NM_004304	chr2	29192773	29921586	-	728814	5	109	12	17	10	6	9	9	166	9	6	5
NM_182551	chr2	30447245	30644225	+	196981	3290	4049	3600	4170	3564	2484	3252	3792	3688	3848	3276	3404
NM_001253827	chr2	30910464	31129640	-	219177	1	34	2	6	1	4	2	3	62	6	3	1
NM_003310	chr2	3188924	3377818	-	188895	2703	2467	3460	2877	2877	2118	2709	3288	2095	3131	3107	3027
NM_016252	chr2	32357027	32618898	+	261872	7784	7643	8915	9423	8434	5746	7656	8473	6818	8530	7596	7595
NM_017735	chr2	32628049	32821051	+	193003	3331	2627	4059	4144	3783	2604	3434	3686	2292	3688	3272	3526
NM_206943	chr2	32946952	33399508	+	452557	1951	5664	2757	3197	2517	2148	2091	2250	5206	2222	1932	2264
NM_016441	chr2	36355777	36551135	+	195359	3	56	6	16	8	14	3	5	61	6	1	2
NM_003618	chr2	39249265	39437285	-	188021	4557	4983	5566	6995	5725	3936	4183	4108	4323	4680	3703	3983
NM_021097	chr2	40097269	40430304	-	333036	5	2	1	6	1	1	4	2	6	2	1	3
NM_024766	chr2	44361946	44772592	+	410647	2171	2890	2278	2883	2500	1736	1919	2174	2726	2202	1875	1985
NM_018079	chr2	45388679	45611267	-	222589	4296	4346	4779	5089	4641	3565	4104	4606	4133	4461	3880	4176
NM_005400	chr2	45651674	46187990	+	536317	147	260	170	171	149	134	112	183	255	143	151	140
NM_001198593	chr2	48529924	48776517	+	246594	187	312	230	261	205	206	128	194	339	182	147	133
NM_000145	chr2	48962156	49154527	-	192372	3	2	0	1	1	2	1	2	0	3	0	0
NM_138735	chr2	49918504	50347756	-	429253	2	3	2	0	1	1	2	1	4	3	3	3
NM_001164165	chr2	53670315	53860033	-	189719	3086	4584	3438	4349	3380	2723	2756	3213	4538	3270	2765	2920
NM_001320588	chr2	54123282	54305298	+	182017	220	509	283	366	246	245	193	199	513	211	183	182
NM_001039753	chr2	54725011	54972020	+	247010	71	214	115	126	106	70	58	95	228	83	83	55
NM_001080433	chr2	56183989	56386172	+	202184	74	273	88	113	85	67	61	85	267	98	93	89
NM_014709	chr2	61187462	61471087	-	283626	9433	10899	11914	13424	11266	8098	8918	9797	9909	10165	8645	8859
NM_001321782	chr2	61888722	62136070	+	247349	1409	1839	1840	2146	1660	1382	1195	1392	1901	1522	1295	1239
NM_001354220	chr2	62705651	63046486	+	340836	3474	3552	3440	4971	4063	2605	3345	3514	2947	3954	3326	3232
NM_001042692	chr2	63119558	63438007	-	318450	1013	1610	1047	1336	1117	733	953	1046	1398	1104	949	959
NM_014911	chr2	69457996	69643739	-	185744	2694	5692	2979	4427	3256	2674	1953	2161	5514	2603	2291	1905
NM_003494	chr2	71453560	71686763	+	233204	244	769	336	330	271	307	184	229	666	201	222	197
NM_015189	chr2	72175983	72826033	-	650051	695	1611	843	1185	884	599	740	777	1571	766	630	685
NM_015120	chr2	73385757	73609919	+	224163	2030	1647	2406	2668	2357	1719	2162	2199	1463	2260	1857	2086
NM_001330370	chr2	76747723	77522433	-	774711	9	14	16	9	12	5	8	8	12	8	13	11
NM_001282599	chr2	80313378	80648863	+	335486	10	50	17	26	9	15	19	11	62	12	9	9
NM_001370	chr2	84516454	84819589	+	303136	10	49	12	25	15	15	12	17	86	15	9	6
NM_001198954	chr2	86503429	86721122	-	217694	2062	2671	2610	2655	2295	2173	2006	2066	2738	2032	1706	1977
NM_001024457	chr2	87755959	87985790	-	229832	94	158	121	175	132	117	82	76	204	90	62	73
NM_003887	chr2	9206811	9405678	+	198868	1250	2710	1547	1691	1351	1272	1043	1210	2750	1423	1209	1168
NM_015348	chr2	97756337	97995948	-	239612	3933	6222	4734	5746	4539	3425	3756	4057	5424	4003	3576	3865
NM_144992	chr2	98087166	98313286	+	226121	13	82	28	59	16	23	9	9	91	10	14	10
NM_002285	chr2	99545418	100142590	-	597173	27	78	32	44	18	26	13	20	82	19	25	11
NM_001009608	chr20	10435304	10628026	+	192723	1160	1397	1392	1534	1295	971	1022	1201	1218	1239	1101	1117
NM_017714	chr20	13389393	13638932	-	249540	1658	1633	1997	2214	1927	1438	1744	1724	1455	1864	1549	1605
NM_080676	chr20	13995515	16053196	+	2057682	21	19	21	27	29	28	18	22	17	15	21	13
NM_001199866	chr20	16366842	16573448	-	206607	1283	1442	1625	1714	1479	1167	1224	1169	1351	1335	1189	1199
NM_002594	chr20	17227039	17484577	+	257539	8	19	10	11	5	6	7	9	20	9	8	5
NM_020689	chr20	19212641	19722926	+	510286	9	39	15	25	20	14	6	10	65	9	17	5
NM_020343	chr20	20389529	20712644	-	323116	633	550	697	805	675	474	601	575	518	672	620	556
NM_001323607	chr20	24469805	24666617	+	196813	3	10	3	6	5	8	0	0	19	2	2	2
NM_014902	chr20	36306338	36528633	+	222296	1477	930	1880	1362	1407	1300	1272	1751	711	1603	1596	1580
NM_032221	chr20	41402082	41618377	-	216296	4273	5204	5240	5787	4732	3703	3973	4334	4307	4359	3768	3981
NM_133170	chr20	42072755	43189906	-	1117152	5	19	5	15	7	11	6	10	15	8	11	3
NM_005244	chr20	46894842	47188844	+	294003	17	54	18	30	12	28	13	21	83	25	29	14
NM_020820	chr20	48624252	48827999	-	203748	1504	1496	1982	1788	1575	1370	1222	1570	1172	1669	1578	1424
NM_001193421	chr20	53185282	53495330	+	310049	27	145	55	66	41	52	25	44	192	31	32	35
NM_182734	chr20	8132265	8884900	+	752636	842	907	799	1128	942	580	708	801	892	959	816	731
NM_177990	chr20	9537384	9839076	-	301693	3	1	2	0	1	0	2	0	3	3	3	0
NM_001204178	chr21	17917339	18267371	+	350033	7	19	10	12	11	6	11	10	26	5	10	5
NM_004540	chr21	20998408	21543329	+	544922	8836	9861	8704	13165	10788	6894	8741	9195	8955	9443	7818	8170
NM_001136131	chr21	25880549	26171128	-	290580	6	339	5	13	3	14	4	1	548	3	10	4
NM_175611	chr21	29536932	29939996	-	403065	304	429	326	387	339	243	307	587	470	352	491	328
NM_003253	chr21	31118417	31559087	-	440671	10	80	16	18	8	20	9	13	100	11	11	7
NM_001331011	chr21	33642500	33838498	+	195999	806	1769	1026	1304	950	892	700	683	1664	704	561	702
NM_000411	chr21	36748625	36990211	-	241587	4046	8530	4089	5790	4648	3649	2683	3666	9060	4318	4158	3038
NM_002240	chr21	37607372	37916457	-	309086	125	399	144	176	115	115	118	126	425	98	99	130
NM_001243432	chr21	38367260	38661780	-	294521	25	29	17	15	17	16	23	18	39	13	16	16
NM_001389	chr21	40010998	40847158	-	836161	4	12	11	6	8	9	6	6	22	6	6	4
NM_144991	chr21	44497892	44711572	-	213681	71	223	97	120	80	69	49	71	248	69	102	67
NM_001290046	chr22	17359948	17558155	+	198208	158	224	197	191	180	147	144	127	264	156	146	121
NM_032608	chr22	25742187	26031045	+	288859	3357	10981	3963	5299	4052	3116	2542	2917	9932	3596	3562	2566
NM_001184775	chr22	26169473	26383597	+	214125	7	108	7	13	9	7	3	6	169	4	7	2
NM_001145418	chr22	27978013	28679865	-	701853	3874	3866	3999	5021	4193	3002	3333	3977	3497	4193	3891	3585
NM_133633	chr22	32507819	33006821	-	499003	116	211	154	179	115	131	100	157	218	124	132	77
NM_133642	chr22	33272525	33920428	-	647904	54	112	71	58	66	63	61	56	82	47	61	44
NM_198856	chr22	43528777	43812305	-	283529	40	166	63	96	66	71	27	21	182	32	28	23
NM_001284304	chr22	46762616	47175699	+	413084	3321	3070	4265	3558	3368	2882	3097	3897	2564	3903	3811	3499
NM_015429	chr3	100749334	100993490	-	244157	2	5	6	5	4	5	3	4	5	2	4	1
NM_020654	chr3	101324204	101513212	-	189009	2308	2071	2400	2916	2558	1611	2064	2338	1869	2629	2100	2170
NM_001683	chr3	10324022	10505586	-	181565	2	13	5	11	3	12	4	8	26	4	8	3
NM_001243281	chr3	105366712	105553170	+	186459	11	6	1	3	4	4	4	3	6	3	6	6
NM_001321790	chr3	105655460	105869401	-	213942	1505	2699	1890	2780	1957	1717	1501	1234	2320	1484	1071	1269
NM_020235	chr3	107522961	107811339	+	288379	2156	3631	2756	3719	2670	2172	2205	2141	3336	2227	1783	2009
NM_014461	chr3	1093023	1404217	+	311195	3	3	7	3	4	1	2	4	8	4	3	1
NM_006395	chr3	11272396	11557665	+	285270	5794	5994	6735	7106	6147	4468	5163	6047	5324	6210	5384	5472
NM_015642	chr3	114314515	115147288	-	832774	2111	1993	1782	2698	2146	1433	1843	2190	1852	2436	2122	1990
NM_002338	chr3	115802373	116445487	-	643115	21	38	26	24	19	19	13	28	45	32	36	21
NM_002093	chr3	119821320	120094447	-	273128	3703	3878	4379	4966	4207	2867	3623	3673	3417	3920	3241	3428
NM_133625	chr3	12004390	12192032	+	187643	18	45	19	22	30	20	12	26	45	12	18	21
NM_014980	chr3	120908204	121424761	+	516558	18	31	18	27	28	16	19	21	45	19	23	12
NM_032343	chr3	126704239	126960420	+	256182	1291	1473	1821	1481	1344	1137	1303	1888	1556	1489	1659	1523
NM_001349270	chr3	129647791	129893711	-	245921	1443	1863	1654	1815	1633	1232	1334	1498	1754	1495	1394	1304
NM_130808	chr3	131533559	132035442	-	501884	8	18	4	7	6	5	1	1	27	9	6	5
NM_023943	chr3	133038287	133397775	+	359489	1271	1480	1505	1964	1407	1046	1220	1275	1310	1399	1147	1163
NM_004441	chr3	134795259	135260465	+	465207	16	22	16	24	11	3	8	12	16	18	16	13
NM_002718	chr3	135965727	136147894	+	182168	109	180	161	202	134	159	107	119	157	118	92	121
NM_005862	chr3	136336235	136752378	-	416144	3675	4477	4681	5123	4425	3182	3620	3924	3996	4229	3650	3710
NM_022131	chr3	139935184	140577396	+	642213	14	111	11	25	15	13	1	6	128	4	9	6
NM_173653	chr3	143265221	143848468	-	583248	39	87	42	67	38	57	24	54	106	42	40	38
NM_001348362	chr3	149517228	149724788	-	207561	39	200	60	113	55	56	26	37	254	34	60	32
NM_053002	chr3	151086797	151436677	+	349881	8	30	9	14	6	13	7	8	32	16	14	3
NM_207292	chr3	152268928	152465780	+	196853	17122	19070	18790	23554	20159	13347	16871	17773	16385	18114	15171	16256
NM_001349252	chr3	155479880	155745071	-	265192	171	501	276	339	274	225	191	180	458	195	174	176
NM_001308222	chr3	156291036	156538752	+	247717	56	152	51	65	31	64	36	67	137	60	72	57
NM_001271838	chr3	158110088	158545730	+	435643	5376	5116	6124	6831	6036	3949	5510	6260	4436	6087	5283	5438
NM_001197114	chr3	159069251	159897366	+	828116	9	9	12	11	5	7	7	5	13	5	8	8
NM_001042706	chr3	159069318	159263746	+	194429	0	0	0	0	0	0	0	0	0	0	0	0
NM_139245	chr3	160756230	161078901	+	322672	86	176	138	185	131	89	97	110	151	87	77	65
NM_015150	chr3	16315844	16513699	-	197856	2	20	3	5	7	1	1	6	30	6	3	0
NM_004991	chr3	169083506	169663712	-	580207	1605	1460	1555	1718	1655	1132	1603	2091	1376	1884	1931	1709
NM_015028	chr3	171058413	171460405	-	401993	7497	17698	9647	12103	8968	7211	7664	8296	15871	8143	6912	7529
NM_014744	chr3	17157161	17740907	-	583747	4754	4647	4529	5825	5051	3198	4288	5109	4297	5263	4554	4682
NM_002662	chr3	171600403	171810483	-	210081	3051	3514	2131	2953	2925	1655	1880	2938	3382	3471	3176	2427
NM_022763	chr3	172039577	172401669	+	362093	12263	16035	11671	16194	13154	8353	9518	11723	16033	12939	11903	9738
NM_031955	chr3	172889356	173141235	-	251880	48	35	69	54	41	31	35	33	33	46	20	21
NM_014932	chr3	173397743	174294372	+	896630	8	10	16	14	6	8	12	11	10	12	13	10
NM_207015	chr3	174859333	175810548	+	951216	12	11	21	13	9	12	8	14	14	11	15	9
NM_181361	chr3	178536435	178844429	+	307995	24	57	21	29	31	13	26	31	71	25	34	23
NM_015078	chr3	183178003	183428269	-	250267	1156	1231	1179	1444	1291	933	899	1052	1063	1234	1190	1028
NM_015303	chr3	184812142	185052614	+	240473	2599	2678	3227	3481	2990	2318	2609	2946	2398	2921	2561	2658
NM_001242317	chr3	185282960	185489094	+	206135	25	65	41	35	37	32	27	28	62	31	32	25
NM_006548	chr3	185643129	185825042	-	181914	5537	6667	7340	8876	7101	5535	4918	4949	5787	5636	4721	4797
NM_001346	chr3	186147200	186362234	-	215035	53	332	79	103	64	87	54	69	244	58	56	72
NM_001167672	chr3	188153897	188890671	+	736775	15	35	12	26	17	18	7	27	38	6	20	14
NM_144633	chr3	19148509	19535642	+	387134	7	13	10	19	17	6	11	10	13	15	14	3
NM_004113	chr3	192139390	192727541	-	588152	6	3	8	1	2	8	5	3	5	5	4	3
NM_152531	chr3	195068283	195271159	-	202877	2242	1623	2642	2010	2141	1705	1979	2985	1339	2704	2783	2416
NM_001290983	chr3	197042559	197299272	-	256714	6519	6266	7222	8839	7463	4926	6137	6546	5781	7127	6094	6188
NM_024697	chr3	21412217	21751210	-	338994	75	70	72	69	64	38	47	107	92	87	73	87
NM_001206955	chr3	2238828	3057961	+	819134	7	14	9	10	10	11	5	11	20	6	12	8
NM_152653	chr3	23203326	23591794	+	388469	177	532	211	266	201	163	171	171	513	143	157	158
NM_001354708	chr3	24117153	24495708	-	378556	2823	6160	3329	4888	3706	2790	2412	2395	5745	2911	2446	2312
NM_001290216	chr3	24829322	25597931	+	768610	43	211	48	68	44	44	26	45	171	38	25	27
NM_001177711	chr3	29281070	30010386	+	729317	7	5	7	5	5	6	6	8	8	7	2	6
NM_017784	chr3	31660824	31981850	-	321027	12	44	15	25	21	14	9	9	45	17	17	17
NM_015097	chr3	33496245	33718254	-	222010	6009	5270	6612	7414	6732	4602	5975	6759	4757	6923	5836	6098
NM_002207	chr3	37452140	37823507	+	371368	30	195	61	68	48	31	39	30	112	31	45	39
NM_001284423	chr3	39808913	40260320	+	451408	30	50	40	45	31	32	19	31	46	26	24	26
NM_001322500	chr3	41350402	41962103	-	611702	652	996	986	1184	874	749	722	653	995	674	519	643
NM_001346469	chr3	43366325	43691594	-	325270	5975	7873	7408	9007	7032	5835	5080	4931	7362	5919	4769	4979
NM_002222	chr3	4493347	4847840	+	354494	5091	4426	5267	5868	4989	3471	4244	5579	4053	5778	5642	4694
NM_003074	chr3	47585269	47781893	-	196625	9744	6430	11785	10385	10315	7272	9561	11968	4919	11078	10248	10150
NM_004947	chr3	50674926	51384198	+	709273	28	102	32	59	31	34	24	41	110	27	24	28
NM_001128840	chr3	53494610	53813730	+	319121	4	5	5	4	3	2	1	1	12	0	4	4
NM_018398	chr3	54122551	55074557	+	952007	13	28	12	18	9	11	10	9	19	13	17	13
NM_015576	chr3	55508310	56468467	-	960158	49	82	54	70	51	34	37	63	97	73	55	54
NM_198463	chr3	58742007	59050025	-	308019	1454	1618	1632	1806	1684	1060	1369	1611	1688	1632	1326	1387
NM_002012	chr3	59747276	61251452	-	1504177	5607	6710	5474	7456	6198	3906	5050	5708	6482	6101	5390	5305
NM_002841	chr3	61561570	62297609	+	736040	9	15	11	7	7	9	7	9	22	4	9	10
NM_183394	chr3	62398347	62875416	-	477070	3	8	1	3	3	5	6	2	11	3	3	3
NM_015520	chr3	65353525	66038918	-	685394	3776	3792	4403	5787	4747	3306	3410	3825	3328	4196	3670	3457
NM_001177599	chr3	67360459	67654614	-	294156	3533	2578	3989	4099	3760	2552	3475	4121	2036	4025	3502	3585
NM_213609	chr3	68004246	68545620	+	541375	6	7	5	8	8	3	0	6	6	3	4	2
NM_000844	chr3	6861114	7741533	+	880420	47	110	68	68	55	32	47	55	77	56	62	59
NM_182522	chr3	68731765	68932547	-	200783	1	4	2	3	3	5	1	2	7	2	1	3
NM_015123	chr3	69168782	69386088	-	217307	9	13	9	11	13	7	9	7	7	9	9	8
NM_198159	chr3	69739463	69968332	+	228870	2660	5505	3156	3976	3249	2349	2469	2409	5032	2733	2329	2350
NM_020872	chr3	74262568	74521140	-	258573	32	54	48	46	40	29	36	51	51	58	48	51
NM_002942	chr3	77040098	77649963	+	609866	437	1012	500	693	525	429	443	508	888	486	408	468
NM_002941	chr3	78597238	79767998	-	1170761	15	26	17	18	17	15	18	22	20	9	11	14
NM_000158	chr3	81489704	81761645	-	271942	2039	5106	2524	3021	2309	1971	2326	2586	5413	2256	1865	2450
NM_153184	chr3	85726481	86074429	+	347949	186	710	184	293	198	148	185	216	858	208	188	184
NM_005233	chr3	89107620	89482134	+	374515	0	0	7	2	3	1	0	3	2	3	3	2
NM_014850	chr3	8980590	9249646	-	269057	12	44	5	8	5	7	7	2	77	4	7	7
NM_173655	chr3	97439606	97648577	+	208972	6	3	4	4	4	1	0	2	2	4	4	1
NM_032359	chr3	99817861	100181732	+	363872	4316	2860	4570	5020	4701	3035	4173	4733	2320	4842	4419	4316
NM_001130692	chr4	101023417	101347526	-	324110	268	285	286	333	278	239	269	294	209	279	242	264
NM_001083907	chr4	101813841	102074812	+	260972	0	1	2	2	1	0	2	0	4	2	1	2
NM_052964	chr4	10486394	10684768	-	198375	2	10	6	9	6	2	5	4	16	2	5	4
NM_001163436	chr4	106041598	106316794	-	275197	2690	3449	2697	3772	3090	2025	2591	2930	3428	3014	2439	2741
NM_032518	chr4	108823882	109302658	-	478777	113	244	119	205	167	105	101	181	335	102	181	124
NM_001148	chr4	113049652	113383736	+	334085	6	4	3	5	0	2	5	3	6	6	5	4
NM_022569	chr4	114827770	115113620	-	285851	5	25	8	22	12	8	3	7	19	13	9	8
NM_004784	chr4	118034485	118258634	+	224150	4	4	0	2	4	2	2	2	4	4	1	2
NM_018699	chr4	120691912	120922866	-	230955	3	0	1	1	1	2	0	0	1	2	1	2
NM_015312	chr4	122170602	122362759	+	192158	1571	2104	1615	2252	1905	1257	1555	1671	1776	1716	1513	1550
NM_018717	chr4	139716752	140154184	-	437433	258	283	289	345	295	241	255	276	238	296	221	267
NM_020724	chr4	140859806	141133469	-	273664	2	5	6	7	2	1	4	4	13	3	2	3
NM_003866	chr4	142023159	142846535	-	823377	8	11	11	6	6	1	2	4	14	3	6	2
NM_178835	chr4	145757626	145938823	-	181198	13	22	16	18	13	15	8	10	16	7	3	7
NM_001317806	chr4	146706637	146945864	-	239228	0	4	1	4	1	1	3	1	8	0	2	0
NM_024605	chr4	147732087	148072776	+	340690	16	64	28	43	16	27	14	24	85	24	25	16
NM_001166104	chr4	148078763	148442414	-	363652	38	53	54	53	38	37	30	49	42	53	44	37
NM_006726	chr4	150264658	151015497	-	750840	15044	19813	16265	20624	17059	11626	14280	15658	17887	16363	13970	14138
NM_001109977	chr4	151409175	151670503	+	261329	18	69	24	33	25	15	13	16	76	18	17	22
NM_001349798	chr4	152320543	152536092	-	215550	2891	3089	3269	3853	3234	2137	2998	3096	2814	3118	2787	2796
NM_016205	chr4	156760453	156971799	-	211347	2	0	1	0	0	0	2	0	1	0	1	0
NM_020116	chr4	161383896	162164000	-	780105	63	37	47	80	53	32	58	77	45	71	53	57
NM_001304434	chr4	16501540	16898645	-	397106	2	2	8	3	8	6	1	5	8	5	7	2
NM_001204358	chr4	166754085	167234494	-	480410	1	3	2	2	2	2	2	5	4	3	1	3
NM_016081	chr4	168497051	168928439	+	431389	36	113	36	51	42	55	28	31	111	31	29	31
NM_012224	chr4	169392856	169612583	-	219728	3010	4425	3647	4694	3760	2689	2973	2902	3974	3071	2458	2695
NM_001034845	chr4	171813403	173041559	+	1228157	363	496	353	519	397	303	315	306	548	327	286	322
NM_006529	chr4	174636919	174829247	-	192329	50	120	62	64	54	50	43	47	150	51	40	39
NM_153686	chr4	17841198	18021875	-	180678	3488	3608	3914	5354	4249	3113	3700	3507	3372	3733	2870	3331
NM_001080477	chr4	182243401	182803024	+	559624	9	36	7	18	17	10	3	7	45	11	12	9
NM_024949	chr4	183099256	183320776	+	221521	3014	4158	4030	4600	3727	3085	3241	3457	3689	3158	2762	3161
NM_004787	chr4	20251904	20620561	+	368658	703	380	709	792	776	475	662	759	266	720	644	735
NM_147183	chr4	20728615	21303906	-	575292	3	2	6	4	3	2	1	2	9	3	3	4
NM_001354827	chr4	23792020	24472905	-	680886	9	40	13	5	13	8	5	7	15	8	7	9
NM_032457	chr4	30720368	31146800	+	426433	2	2	5	2	0	5	2	1	4	3	3	2
NM_001144990	chr4	37244742	37449463	+	204722	3	5	6	12	7	6	5	7	3	5	5	2
NM_001098634	chr4	40423279	40629864	-	206586	624	559	549	435	532	346	457	660	440	654	629	568
NM_173075	chr4	40810026	41214542	-	404517	449	436	319	547	467	273	218	375	447	481	448	262
NM_006095	chr4	42408374	42657105	-	248732	18	22	26	30	20	21	20	25	41	17	17	15
NM_198353	chr4	44173902	44448809	-	274908	2	1	3	1	1	2	1	2	0	1	4	1
NM_000812	chr4	47031566	47426430	+	394865	4	12	11	15	8	11	9	11	21	9	7	7
NM_001278586	chr4	47642834	47838067	-	195234	230	306	276	270	248	171	209	305	240	297	268	273
NM_015030	chr4	48497362	48780299	-	282938	4090	6324	5252	6473	5112	3977	4141	4084	6204	4317	3462	3836
NM_018401	chr4	5051479	5500989	+	449511	34	71	37	54	27	27	33	38	74	31	33	35
NM_152540	chr4	52872983	53366061	-	493079	3998	3132	4813	4680	4380	3047	4371	4646	2500	4663	3984	4237
NM_015236	chr4	61201229	62078335	+	877107	13	34	26	21	26	22	16	21	26	18	20	17
NM_001281767	chr4	65330558	65670489	-	339932	0	0	0	0	1	1	0	1	3	1	1	2
NM_001134742	chr4	71187285	71572087	+	384803	27	67	25	27	27	19	25	27	89	25	29	14
NM_020777	chr4	7192537	7742827	+	550291	213	429	504	287	265	347	278	259	417	232	450	233
NM_014243	chr4	72280968	72569221	-	288254	4575	3130	4907	5377	4838	3323	4937	5423	2648	5247	4552	4967
NM_020859	chr4	76435228	76783252	+	348025	6	54	9	15	8	15	2	10	86	9	10	4
NM_198595	chr4	7758712	7939926	-	181215	44	209	79	79	73	64	45	69	266	76	56	45
NM_025074	chr4	78057322	78544269	+	486948	12	50	22	26	14	27	11	19	83	12	11	18
NM_152770	chr4	80335719	80963756	+	628038	372	1087	413	758	478	385	314	283	1237	334	287	294
NM_014991	chr4	84669548	84966690	-	297143	1613	2318	1768	2352	1879	1318	1562	1576	2071	1714	1405	1475
NM_001318067	chr4	86012295	86354644	-	342350	22	35	19	35	17	20	3	17	48	13	17	16
NM_080684	chr4	86594314	86815159	+	220846	5	7	8	8	9	9	4	4	17	8	7	8
NM_001145065	chr4	90127532	91602219	+	1474688	14	21	29	24	8	10	12	19	11	8	13	11
NM_001286838	chr4	92304398	93774555	+	1470158	57	127	59	84	71	47	50	50	98	56	63	47
NM_001203	chr4	94757954	95158443	+	400490	13	32	9	18	10	4	9	9	37	12	8	4
NM_003728	chr4	95162504	95548973	-	386470	18	51	23	39	24	26	16	22	83	21	17	7
NM_174952	chr4	97558873	98143476	-	584604	23	55	18	27	21	24	18	23	72	17	16	19
NM_021159	chr4	98261383	98443858	+	182476	2164	4332	2325	3716	2746	1952	2178	2193	4202	2211	1832	2153
NM_001001290	chr4	9826223	10040248	-	214026	53	189	86	101	78	76	62	77	200	73	77	62
NM_005723	chr4	98470366	98658611	-	188246	140	373	220	271	194	176	151	151	318	163	138	160
NM_001319943	chr5	102754782	103031104	+	276323	52	66	42	55	48	37	44	35	66	43	39	39
NM_001962	chr5	107376893	107670937	-	294045	2	5	3	6	4	3	1	3	8	1	3	4
NM_001163315	chr5	107859032	108382098	-	523067	1842	2739	2099	2533	2086	1744	1768	2075	2367	2017	1730	1860
NM_002372	chr5	109689365	109869625	+	180261	4382	5941	5645	7183	5293	4245	4204	3697	5480	4179	3395	3544
NM_001288716	chr5	10971840	11588917	-	617078	1	9	2	9	5	6	2	3	17	0	5	6
NM_001039763	chr5	110419495	110726671	-	307177	108	450	130	301	172	125	88	102	570	107	109	94
NM_001744	chr5	111224383	111494884	+	270502	30	66	37	39	43	41	27	38	99	36	49	32
NM_001142475	chr5	111728801	111976932	-	248132	3	14	4	10	7	10	4	2	21	7	2	7
NM_022140	chr5	112162618	112419277	-	256660	2	42	9	15	11	10	10	6	54	6	6	5
NM_001085377	chr5	113022105	113488453	-	466349	20	75	35	52	24	29	19	35	117	30	38	21
NM_016144	chr5	116085024	116293287	+	208264	1811	1796	1897	2221	1974	1307	1819	2191	1535	1957	1800	1910
